MF Code,option,s_name,index_code,rv_tax_category,amc_code,classification_id,fund_manager_code,schemecode,type,expenceratio,fund_manager,navchange,turnover_ratio,exitload,navrs,navdate,lockperiod,inception_date,inception_return,minimum_investment,aumtotal,fund_house,index_name,redemption_period,aumdate,returns_1month,returns_3month,returns_1year,returns_3year,returns_5year,ytd_returns,exitload_remarks,highest_sector,portfolio_attributes,cost_factor,risk,rupeevest_rating,consistency_of_return,total_return,classification,navrs_gp
Aditya Birla SL Overnight Fund-Reg(G),Growth,Aditya Birla SL Overnight Fund-Reg(G),500,NEQ,400004,20,287,41518,Open ended scheme,0.19,Kaustubh Gupta,0.02,0.0,0.0,1319.8312,2024-08-23,0.0,2018-11-01,4.89,500.0,7080.324100000001,Aditya Birla Sun Life Mutual Fund,CRISIL Liquid Overnight Index,1,2024-07-31,0.5327,1.607,6.7018,5.5213,4.7033,4.237924111088242,Nil,-,,,,4,,,Debt : Overnight,1319.8312
Franklin India ELSS Tax Saver Fund(G),Growth,Franklin India ELSS Tax Saver Fund(G),312,EQ,400012,6,82,957,Open ended scheme,1.8,R. Janakiraman,-0.14,25.83,0.0,1481.6139,2024-08-23,3.0,1999-04-10,21.76,500.0,7059.906922448001,Franklin Templeton Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,2.7244,10.5923,44.0134,23.1587,23.1578,23.81046013087385,Nil,Financials,,,,3,,,Equity : Tax Saving (ELSS),1481.6139
Sundaram Large and Mid Cap Fund(G),Growth,Sundaram Large and Mid Cap Fund(G),366,EQ,400029,2,300,2947,Open ended scheme,1.79,S. Bharath,-0.18,26.0,0.0,85.8553,2024-08-23,0.0,2007-02-27,13.07,100.0,7039.39975819884,Sundaram Mutual Fund,NIFTY LargeMidcap 250 - TRI,3,2024-07-31,3.4039,9.5585,39.227,18.6499,21.6747,21.986300299370136,"Nil upto 25% of units and 1% for remaining units on or before 365D, Nil after 365D",Financials,,,,2,,,Equity : Large & Mid Cap,85.8553
Edelweiss Mid Cap Fund-Reg(G),Growth,Edelweiss Mid Cap Fund-Reg(G),349,EQ,400035,4,820,3790,Open ended scheme,1.75,Trideep Bhattacharya,-0.19,52.0,1.0,97.832,2024-08-23,0.0,2007-12-26,14.66,100.0,6994.1659,Edelweiss Mutual Fund,Nifty Midcap 150 - TRI,3,2024-07-31,5.5179,15.5478,58.1711,28.7778,32.496,34.87185849980008,"1% on or before 90D, Nil after 90D",Financials,,,,4,,,Equity : Mid Cap,97.832
Bandhan Arbitrage Fund-Reg(G),Growth,Bandhan Arbitrage Fund-Reg(G),277,EQ,400028,38,834,2854,Open ended scheme,1.07,Nemish Sheth,0.07,1707.0,0.25,30.6828,2024-08-23,0.0,2006-12-21,6.54,100.0,6966.69746894069,Bandhan Mutual Fund,Nifty 50 Arbitrage,5,2024-07-31,0.601,1.9105,7.6665,5.8011,5.0784,5.13605104184156,"0.25% on or before 15D, Nil after 15D",Financials,,,,2,,,Hybrid : Arbitrage,30.6828
Kotak Multi Asset Allocation Fund-Reg(G),Growth,Kotak Multi Asset Allocation Fund-Reg(G),312,EQ,400019,42,551,48028,Open ended scheme,1.74,Devender Singhal,0.04,198.61,0.0,12.961,2024-08-23,0.0,2023-09-22,29.61,100.0,6952.134,Kotak Mahindra Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,1.6469,7.2398,,,,18.441012519418816,"Nil upto 30% of investment and 1% for remaining investment on or before 1Y, Nil after 1Y",Financials,,,,Unrated,,,Hybrid : Multi Asset Allocation,12.961
SBI Magnum Global Fund-Reg(G),Growth,SBI Magnum Global Fund-Reg(G),316,EQ,400027,16,149,2766,Open ended scheme,1.87,R. Srinivasan,-0.1,28.0,1.0,375.441,2024-08-23,0.0,1994-09-30,14.58,5000.0,6869.1189,SBI Mutual Fund,NIFTY MNC - TRI,3,2024-07-31,0.8694,9.508,14.1377,11.9676,18.778,8.65490777343478,"1% on or before 12M, Nil after 12M",FMCG,,,,Unrated,,,Equity : Thematic - MNC,375.8258
BHARAT Bond FOF - April 2030 -Reg(G),Growth,BHARAT Bond FOF - April 2030 -Reg(G),518,NEQ,400035,48,566,44426,Open ended scheme,0.06,Rahul Dedhia,0.63,0.0,0.1,13.9351,2024-08-23,0.0,2019-12-30,7.39,100.0,6847.4089,Edelweiss Mutual Fund,NIFTY BHARAT Bond Index - April 2030,3,2024-07-31,0.8329,2.5092,8.5423,6.2477,,5.004663436383904,"0.10% on or before 30D, Nil after 30D",-,,,,Unrated,,,FoFs : Domestic,13.8477
Nippon India ETF Nifty Bank BeES,Growth,Nippon India ETF Nifty Bank BeES,311,EQ,400025,44,987,267,Open ended scheme,0.19,Himanshu Mange,-0.09,38.0,0.0,523.0312,2024-08-23,0.0,2004-05-27,16.71,10000.0,6752.971127587,Nippon India Mutual Fund,NIFTY BANK - TRI,3,2024-07-31,-1.41,4.7385,15.3122,13.9032,13.6775,6.2505406075035435,Nil,Financials,,,,Unrated,,,Equity : ETFs,523.0312
ICICI Pru Midcap Fund(G),Growth,ICICI Pru Midcap Fund(G),349,EQ,400015,4,696,1499,Open ended scheme,1.85,Lalit Kumar,-0.4,67.0,1.0,289.04,2024-08-23,0.0,2004-10-28,18.48,5000.0,6683.450115865699,ICICI Prudential Mutual Fund,Nifty Midcap 150 - TRI,3,2024-07-31,1.8356,7.4179,53.8429,25.1631,27.4851,29.324384787472045,"1% on or before 1Y, Nil after 1Y",Automobile and Ancillaries,,,,3,,,Equity : Mid Cap,289.04
ICICI Pru Nifty Next 50 Index Fund(G),Growth,ICICI Pru Nifty Next 50 Index Fund(G),165,EQ,400015,18,763,11889,Open ended scheme,0.66,Nishit Patel,-0.34,26.0,0.0,65.4913,2024-08-23,0.0,2010-06-25,14.18,100.0,6643.9321077269005,ICICI Prudential Mutual Fund,NIFTY NEXT 50 - TRI,3,2024-07-31,3.9734,8.2181,67.7367,23.8519,23.8117,39.620650398877764,Nil,Financials,,,,4,,,Equity : Index Funds,65.4913
Bandhan Small Cap Fund-Reg(G),Growth,Bandhan Small Cap Fund-Reg(G),377,EQ,400028,5,427,42342,Open ended scheme,1.76,Manish Gunwani,0.61,85.0,1.0,46.438,2024-08-23,0.0,2020-02-25,40.71,1000.0,6640.2680620832,Bandhan Mutual Fund,BSE 250 Small Cap - TRI,3,2024-07-31,9.6011,21.7184,73.8405,30.2507,,41.69590821712995,1% on or before 1Y,Financials,,,,Unrated,,,Equity : Small Cap,46.438
ICICI Pru Credit Risk Fund(G),Growth,ICICI Pru Credit Risk Fund(G),727,NEQ,400015,35,297,12456,Open ended scheme,1.42,Manish Banthia,-0.01,0.0,1.0,29.5399,2024-08-23,0.0,2010-12-03,8.21,100.0,6624.1716266755,ICICI Prudential Mutual Fund,CRISIL Credit Risk Debt Index,3,2024-07-31,0.8074,2.5801,8.4125,6.603,7.5451,5.705390850047415,"Nil upto 10% of units and 1% on remaining units on or before 1Y, Nil after 1Y",-,,,,5,,,Debt : Credit Risk,29.5399
ICICI Pru Manufacturing Fund(G),Growth,ICICI Pru Manufacturing Fund(G),584,EQ,400015,13,662,32077,Open ended scheme,1.81,Anish Tawakley,0.14,23.0,1.0,35.59,2024-08-23,0.0,2018-10-11,24.14,5000.0,6620.989003861399,ICICI Prudential Mutual Fund,Nifty India Manufacturing - TRI,3,2024-07-31,1.1367,5.2647,59.5964,31.5829,30.0316,31.619822485207116,"1% on or before 1Y, Nil after 1Y",Automobile and Ancillaries,,,,3,,,Equity : Thematic,35.59
Aditya Birla SL Pure Value Fund(G),Growth,Aditya Birla SL Pure Value Fund(G),312,EQ,400004,17,506,4453,Open ended scheme,1.85,Kunal Sangoi,0.49,52.0,1.0,133.2324,2024-08-23,0.0,2008-03-27,17.08,1000.0,6596.4686,Aditya Birla Sun Life Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,5.0151,13.8896,48.551,25.3883,25.0404,25.075947323161984,"1% on or before 90D, Nil after 90D",Financials,,,,3,,,Equity : Value / Contra,133.2324
SBI Automotive Opportunities Fund-Reg(G),Growth,SBI Automotive Opportunities Fund-Reg(G),324,EQ,400027,9,395,48475,Open ended scheme,1.79,Tanmaya Desai,0.88,27.0,1.0,10.779,2024-08-23,0.0,2024-06-05,7.79,5000.0,6595.6902,SBI Mutual Fund,NIFTY AUTO - TRI,3,2024-07-31,3.899,,,,,,"1% on or before 1Y, Nil after 1Y",Automobile and Ancillaries,,,,Unrated,,,Equity : Sectoral - Auto,10.779
Kotak Equity Savings Fund(G),Growth,Kotak Equity Savings Fund(G),560,EQ,400019,37,551,30690,Open ended scheme,1.8,Devender Singhal,0.13,480.7,0.0,25.336,2024-08-23,0.0,2014-10-13,9.88,100.0,6540.7437,Kotak Mahindra Mutual Fund,NIFTY 50 Equity Savings Index - TRI,3,2024-07-31,1.9344,5.3673,20.6315,13.046,12.3453,11.98479524409378,"Nil upto 8% of investments and 1% for remaining investments on or before 90D, Nil after 90D",Financials,,,,2,,,Hybrid : Equity Oriented,25.336
PGIM India Flexi Cap Fund-Reg(G),Growth,PGIM India Flexi Cap Fund-Reg(G),312,EQ,400044,50,769,31642,Open ended scheme,1.77,Anandha Padmanabhan Anjeneyan,0.0,60.0,0.5,35.73,2024-08-23,0.0,2015-03-04,14.38,5000.0,6417.663199999999,PGIM India Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,3.8361,10.9627,28.7568,12.4794,23.8044,17.378449408672783,"0.50% on or before 90D, Nil after 90D",Financials,,,,5,,,Equity : Flexi Cap,35.73
ICICI Pru Gilt Fund(G),Growth,ICICI Pru Gilt Fund(G),447,NEQ,400015,29,297,1606,Open ended scheme,1.09,Manish Banthia,-0.01,0.0,0.0,95.787,2024-08-23,0.0,1999-08-19,9.45,5000.0,6361.6023148612,ICICI Prudential Mutual Fund,Nifty All Duration G-Sec Index,3,2024-07-31,1.0781,2.22,8.0937,6.511,7.1915,5.59835429418095,Nil,-,,,,4,,,Debt : Gilt,95.787
Kotak Equity Hybrid Fund(G),Growth,Kotak Equity Hybrid Fund(G),370,EQ,400019,37,380,31224,Open ended scheme,1.78,Atul Bhole,-0.16,55.24,1.0,61.112,2024-08-23,0.0,2014-11-03,13.47,100.0,6355.0115000000005,Kotak Mahindra Mutual Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,3,2024-07-31,2.348,10.0978,32.8089,18.112,20.7954,21.9094735582198,"Nil upto 8% of investment and 1% for remaining investment on or before 1Y, Nil after 1Y",Financials,,,,5,,,Hybrid : Equity Oriented,61.112
Kotak ELSS Tax Saver Fund(G),Growth,Kotak ELSS Tax Saver Fund(G),312,EQ,400019,6,75,2075,Open ended scheme,1.74,Harsha Upadhyaya,-0.09,32.69,0.0,117.767,2024-08-23,3.0,2005-11-23,14.05,500.0,6334.7372,Kotak Mahindra Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,1.1892,5.668,37.4482,21.0338,23.1544,24.368478857770462,Nil,Financials,,,,3,,,Equity : Tax Saving (ELSS),117.767
Axis India Manufacturing Fund-Reg(G),Growth,Axis India Manufacturing Fund-Reg(G),584,EQ,400040,13,409,48253,Open ended scheme,1.76,Shreyash Devalkar,0.7,6.0,0.0,14.45,2024-08-23,0.0,2023-12-21,44.5,500.0,6310.7927,Axis Mutual Fund,Nifty India Manufacturing - TRI,3,2024-07-31,5.6287,10.2212,,,,41.52791380999019,"Nil upto 10% of investment and 1% for remaining investment on or before 12M, Nil after 12M",Automobile and Ancillaries,,,,Unrated,,,Equity : Thematic,14.45
Axis Multicap Fund-Reg(G),Growth,Axis Multicap Fund-Reg(G),534,EQ,400040,3,409,45362,Open ended scheme,1.81,Shreyash Devalkar,0.57,65.0,0.0,17.68,2024-08-23,0.0,2021-12-17,23.64,100.0,6290.9945,Axis Mutual Fund,Nifty500 Multicap 50:25:25 - TRI,3,2024-07-31,6.0588,14.2119,54.4105,,,31.060044477390658,"Nil for 10% of investment and 1% for remaining investment on or before 12M, Nil after 12M",Financials,,,,Unrated,,,Equity : Multi Cap,17.68
Aditya Birla SL Equity Advantage Fund(G),Growth,Aditya Birla SL Equity Advantage Fund(G),366,EQ,400004,2,46,277,Open ended scheme,1.87,Atul Penkar,0.16,49.0,1.0,924.92,2024-08-23,0.0,1995-02-24,17.57,1000.0,6281.3938,Aditya Birla Sun Life Mutual Fund,NIFTY LargeMidcap 250 - TRI,5,2024-07-31,3.622,10.4633,35.082,14.1024,20.2229,20.974163368804728,"1% on or before 90D, Nil after 90D",Financials,,,,4,,,Equity : Large & Mid Cap,924.92
Nippon India Low Duration Fund(G),Growth,Nippon India Low Duration Fund(G),368,NEQ,400025,23,289,2621,Open ended scheme,0.93,Anju Chhajer,0.03,0.0,0.0,3510.8763,2024-08-23,0.0,2007-03-20,7.47,500.0,6227.952327647,Nippon India Mutual Fund,CRISIL Low Duration Debt Index,3,2024-07-31,0.5988,1.7888,7.0635,5.588,5.9916,4.726127649450358,Nil,-,,,,4,,,Debt : Low Duration,3510.8763
Nippon India Short Term Fund(G),Growth,Nippon India Short Term Fund(G),728,NEQ,400025,25,728,2664,Open ended scheme,0.94,Sushil Budhia,0.04,0.0,0.0,49.1264,2024-08-23,0.0,2002-12-18,7.61,100.0,6213.4737049899995,Nippon India Mutual Fund,CRISIL Short Duration Debt Index,1,2024-07-31,0.8435,2.1352,7.6163,5.4402,6.3498,5.188734794906543,Nil,-,,,,4,,,Debt : Short Duration,49.1264
Aditya Birla SL Multi-Cap Fund-Reg(G),Growth,Aditya Birla SL Multi-Cap Fund-Reg(G),534,EQ,400004,3,593,45476,Open ended scheme,1.82,Dhaval Shah,0.1,52.0,1.0,19.61,2024-08-23,0.0,2021-05-07,22.65,500.0,6197.847299999999,Aditya Birla Sun Life Mutual Fund,Nifty500 Multicap 50:25:25 - TRI,3,2024-07-31,2.6164,9.4919,36.9413,19.4855,,23.41095028319697,"1% on or before 90D, Nil after 90D",Financials,,,,Unrated,,,Equity : Multi Cap,19.61
UTI Arbitrage Fund-Reg(G),Growth,UTI Arbitrage Fund-Reg(G),277,EQ,400032,38,620,3660,Open ended scheme,0.85,Sharwan Kumar Goyal,0.08,1332.0,0.25,33.0747,2024-08-23,0.0,2006-06-29,6.81,5000.0,6102.8224,UTI Mutual Fund,Nifty 50 Arbitrage,5,2024-07-31,0.5958,1.9135,7.8086,5.8466,5.2763,5.240934719800424,"0.25% on or before 15D, Nil after 15D",Financials,,,,4,,,Hybrid : Arbitrage,33.0747
Aditya Birla SL Midcap Fund(G),Growth,Aditya Birla SL Midcap Fund(G),349,EQ,400004,4,501,417,Open ended scheme,1.87,Harish krishnan,-0.31,24.0,1.0,791.83,2024-08-23,0.0,2002-10-03,22.09,1000.0,6098.4971,Aditya Birla Sun Life Mutual Fund,Nifty Midcap 150 - TRI,3,2024-07-31,3.7173,13.5012,45.6266,23.2539,26.1794,25.3530268490375,"1% on or before 90D, Nil after 90D",Financials,,,,2,,,Equity : Mid Cap,791.83
ICICI Pru Innovation Fund-Reg(G),Growth,ICICI Pru Innovation Fund-Reg(G),312,EQ,400015,13,662,47918,Open ended scheme,1.82,Anish Tawakley,0.0,95.0,1.0,17.93,2024-08-23,0.0,2023-04-28,55.46,5000.0,6069.2329886831,ICICI Prudential Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,2.6331,9.3293,54.4358,,,32.520325203252035,"1% on or before 12M, Nil after 12M",Capital Goods,,,,Unrated,,,Equity : Thematic,17.93
UTI Aggressive Hybrid Fund-Reg(G),Growth,UTI Aggressive Hybrid Fund-Reg(G),301,EQ,400032,37,292,3437,Open ended scheme,1.88,V. Srivatsa,-0.06,37.0,1.0,398.433,2024-08-23,0.0,1995-01-02,4.86,1000.0,6063.7701,UTI Mutual Fund,CRISIL Hybrid 35+65 - Aggressive Index,3,2024-07-31,2.5243,10.5848,34.3825,19.3244,20.4828,20.9920623639254,"Nil for 10% of units and 1% for remaining units on or before 12M, Nil after 12M",Financials,,,,4,,,Hybrid : Equity Oriented,398.433
ICICI Pru Infrastructure Fund(G),Growth,ICICI Pru Infrastructure Fund(G),166,EQ,400015,11,584,1629,Open ended scheme,1.9,Ihab Dalwai,0.15,63.0,1.0,192.51,2024-08-23,0.0,2005-08-31,16.85,5000.0,6062.7681217662,ICICI Prudential Mutual Fund,BSE India Infrastructure Index - TRI,3,2024-07-31,0.7009,6.0369,58.9415,39.5322,33.0384,32.318372396728286,"1% on or before 15D, NIL after 15D",Energy,,,,4,,,Equity : Sectoral - Infrastructure,192.51
Bandhan Money Manager Fund-Reg(G),Growth,Bandhan Money Manager Fund-Reg(G),445,NEQ,400028,24,680,1052,Open ended scheme,0.85,Brijesh Shah,0.02,0.0,0.0,37.8198,2024-08-23,0.0,2003-02-18,6.37,100.0,6059.087165076,Bandhan Mutual Fund,Nifty Money Market Index,3,2024-07-31,0.5469,1.7101,6.8492,5.4094,5.0553,4.567598803355474,Nil,-,,,,1,,,Debt : Money Market,37.8198
ICICI Pru Medium Term Bond Fund(G),Growth,ICICI Pru Medium Term Bond Fund(G),430,NEQ,400015,26,297,1667,Open ended scheme,1.35,Manish Banthia,0.01,0.0,1.0,41.6318,2024-08-23,0.0,2004-09-15,7.41,5000.0,6053.6460380375,ICICI Prudential Mutual Fund,NIFTY Medium Duration Debt Index,3,2024-07-31,0.8757,2.1173,7.6734,5.9908,7.2104,5.216096886617679,"Nil upto 10% of units and 1% for Excess units on or before 1Y, Nil after 1Y",-,,,,4,,,Debt : Medium Duration,41.6318
SBI ESG Exclusionary Strategy Fund-Reg(G),Growth,SBI ESG Exclusionary Strategy Fund-Reg(G),427,EQ,400027,13,824,2752,Open ended scheme,1.92,Rohit Shimpi,-0.02,29.0,1.0,239.8685,2024-08-23,0.0,1991-01-01,14.85,1000.0,6046.2336,SBI Mutual Fund,NIFTY100 ESG - TRI,3,2024-07-31,1.378,8.6788,32.7887,15.7911,19.0208,17.293345450246996,"1% on or before 1Y, Nil after 1Y",Financials,,,,2,,,Equity : Thematic,239.9239
Nippon India Banking & Financial Services Fund(G),Growth,Nippon India Banking & Financial Services Fund(G),330,EQ,400025,8,353,2445,Open ended scheme,1.88,Vinay Sharma,0.04,28.0,1.0,569.9487,2024-08-23,0.0,2003-05-26,20.94,5000.0,6029.380785259,Nippon India Mutual Fund,Nifty Financial Services - TRI,3,2024-07-31,1.1742,7.9165,25.8291,19.342,17.8525,11.794081873194093,"1% on or before 1M, Nil after 1M",Financials,,,,5,,,Equity : Sectoral - Financial Services,569.9487
HDFC Dividend Yield Fund-Reg(G),Growth,HDFC Dividend Yield Fund-Reg(G),312,EQ,400013,15,73,45197,Open ended scheme,1.8,Gopal Agrawal,-0.06,17.52,1.0,25.873,2024-08-23,0.0,2020-12-18,29.46,100.0,6027.926600000001,HDFC Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,2.4836,10.6677,44.3323,26.1852,,22.836253145325937,"1% on or before 1Y, Nil after 1Y",Financials,,,,Unrated,,,Equity : Thematic - Dividend Yield,25.873
Invesco India Large & Mid Cap Fund(G),Growth,Invesco India Large & Mid Cap Fund(G),366,EQ,400021,2,259,2235,Open ended scheme,1.8,Aditya Khemani,-0.05,83.0,1.0,92.19,2024-08-23,0.0,2007-08-09,13.91,1000.0,6013.599200000001,Invesco Mutual Fund,NIFTY LargeMidcap 250 - TRI,3,2024-07-31,3.5145,13.5065,54.1123,23.3774,23.279,31.88841201716737,"Nil upto 10% of units and 1% for above the limits on or before 1Y, Nil after 1Y",Financials,,,,2,,,Equity : Large & Mid Cap,92.19
Bandhan Core Equity Fund-Reg(G),Growth,Bandhan Core Equity Fund-Reg(G),366,EQ,400028,2,427,2858,Open ended scheme,1.83,Manish Gunwani,0.02,168.0,1.0,134.518,2024-08-23,0.0,2005-08-09,14.62,1000.0,5982.52499327658,Bandhan Mutual Fund,NIFTY LargeMidcap 250 - TRI,3,2024-07-31,4.7509,13.243,56.3181,27.8937,26.9766,33.263985892749226,"Nil upto 10% of investment and 1% for remaining investment on or before 365D, Nil after 365D",Financials,,,,3,,,Equity : Large & Mid Cap,134.518
SBI Banking & Financial Services Fund-Reg(G),Growth,SBI Banking & Financial Services Fund-Reg(G),330,EQ,400027,8,708,30125,Open ended scheme,1.84,Milind Agrawal,-0.23,181.0,0.5,37.285,2024-08-23,0.0,2015-02-26,14.86,5000.0,5979.6337,SBI Mutual Fund,Nifty Financial Services - TRI,3,2024-07-31,1.0436,6.8344,32.6335,16.1533,17.1913,17.16552753554873,"0.50% on or before 30D, Nil after 30D",Financials,,,,3,,,Equity : Sectoral - Financial Services,37.285
HSBC Corporate Bond Fund-Reg(G),Growth,HSBC Corporate Bond Fund-Reg(G),278,NEQ,400014,34,302,631,Open ended scheme,0.64,Kapil Punjabi,0.05,0.0,0.0,68.0426,2024-08-23,0.0,1997-03-31,7.24,5000.0,5965.70135262,HSBC Mutual Fund,NIFTY Corporate Bond Index,3,2024-07-31,0.8463,2.1895,7.7094,5.3596,6.4559,5.341006026996858,Nil,-,,,,5,,,Debt : Corporate Bond,68.0426
HDFC Banking and PSU Debt Fund-Reg(G),Growth,HDFC Banking and PSU Debt Fund-Reg(G),449,NEQ,400013,33,27,23913,Open ended scheme,0.79,Anil Bamboli,0.02,0.0,0.0,21.4678,2024-08-23,0.0,2014-03-26,7.61,100.0,5963.4758999999995,HDFC Mutual Fund,NIFTY Banking and PSU Debt Index,3,2024-07-31,0.8025,2.0871,7.5293,5.5115,6.5021,5.183268903816286,Nil,-,,,,4,,,Debt : Banking & PSU,21.4678
HSBC Aggressive Hybrid Fund-Reg(G),Growth,HSBC Aggressive Hybrid Fund-Reg(G),370,EQ,400014,37,638,13017,Open ended scheme,1.85,Cheenu Gupta,0.11,69.0,1.0,55.3469,2024-08-23,0.0,2011-02-07,13.46,5000.0,5893.064218896,HSBC Mutual Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,3,2024-07-31,3.3087,8.4451,34.2042,16.036,17.1868,21.853107593403927,"Nil for 10% of units and 1% for remaining units on or before 1Y, Nil after 1Y",Capital Goods,,,,3,,,Hybrid : Equity Oriented,55.3469
Bandhan Low Duration Fund-Reg(G),Growth,Bandhan Low Duration Fund-Reg(G),435,NEQ,400028,23,491,2902,Open ended scheme,0.59,Harshal Joshi,0.02,0.0,0.0,36.2013,2024-08-23,0.0,2006-01-17,7.16,100.0,5879.137326145,Bandhan Mutual Fund,NIFTY Low Duration Debt Index,1,2024-07-31,0.5902,1.8034,7.1425,5.5971,5.7165,4.7451918764629815,Nil,-,,,,3,,,Debt : Low Duration,36.2013
SBI Magnum Medium Duration Fund-Reg(G),Growth,SBI Magnum Medium Duration Fund-Reg(G),430,NEQ,400027,26,288,2778,Open ended scheme,1.22,Lokesh Mallya,0.0,0.0,0.0,47.7197,2024-08-23,0.0,2003-11-05,7.8,5000.0,5876.232800000001,SBI Mutual Fund,NIFTY Medium Duration Debt Index,3,2024-07-31,0.8413,2.2146,7.6749,5.7552,7.0646,5.3191818069459895,"Nil for 8% of investment and 1.50% for remaining investments or or before 12M, Nil after 12M",-,,,,5,,,Debt : Medium Duration,47.7197
Kotak Nifty Bank ETF,Growth,Kotak Nifty Bank ETF,311,EQ,400019,44,551,30020,Open ended scheme,0.16,Devender Singhal,-0.09,34.63,0.0,523.9071,2024-08-23,0.0,2014-12-04,11.11,5000.0,5858.424300000001,Kotak Mahindra Mutual Fund,NIFTY BANK - TRI,3,2024-07-31,-1.4115,4.7483,15.3103,13.8532,13.63,6.264942354230472,Nil,Financials,,,,Unrated,,,Equity : ETFs,523.9071
HDFC Retirement Savings Fund-Equity Plan-Reg(G),Growth,HDFC Retirement Savings Fund-Equity Plan-Reg(G),312,EQ,400013,43,658,24803,Open ended scheme,1.78,Srinivasan Ramamurthy,-0.05,11.27,0.0,50.757,2024-08-23,5.0,2016-02-25,21.06,100.0,5851.5794,HDFC Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,2.6057,9.6998,35.5255,23.9701,26.3678,21.55618354248491,NIL - Upon completion of Lock-in Period,Financials,,,,5,,,Hybrid : Solution Oriented,50.757
Aditya Birla SL PSU Equity Fund-Reg(G),Growth,Aditya Birla SL PSU Equity Fund-Reg(G),402,EQ,400004,13,555,43788,Open ended scheme,1.78,Dhaval Gala,-0.36,42.0,1.0,36.11,2024-08-23,0.0,2019-12-30,31.79,500.0,5823.0068,Aditya Birla Sun Life Mutual Fund,BSE PSU - TRI,3,2024-07-31,0.8941,2.2656,79.9203,42.8711,,31.11837327523602,"1% on or before 30D, Nil after 30D",Energy,,,,Unrated,,,Equity : Thematic,36.11
Aditya Birla SL India GenNext Fund(G),Growth,Aditya Birla SL India GenNext Fund(G),323,EQ,400004,14,554,409,Open ended scheme,1.84,Chanchal Khandelwal,0.25,16.0,1.0,220.62,2024-08-23,0.0,2005-08-05,17.62,1000.0,5786.1602,Aditya Birla Sun Life Mutual Fund,Nifty India Consumption - TRI,3,2024-07-31,3.9239,13.6806,37.7842,20.0689,22.7894,23.18257956448912,"1% on or before 30D, Nil after 30D",FMCG,,,,3,,,Equity : Thematic - Consumption,220.62
BHARAT Bond ETF - April 2033,Growth,BHARAT Bond ETF - April 2033,670,NEQ,400035,45,65,47283,Open ended scheme,0.0,Dhawal Dalal,0.1,0.0,,1143.7159,2024-08-23,0.0,2022-12-13,8.21,1000.0,5773.7798,Edelweiss Mutual Fund,NIFTY BHARAT Bond Index - April 2033,3,2024-07-31,0.9984,2.6125,9.1038,,,6.526598447249951,null,-,,,,Unrated,,,Debt : ETFs,1143.7159
Kotak Banking and PSU Debt Fund(G),Growth,Kotak Banking and PSU Debt Fund(G),416,NEQ,400019,33,61,2044,Open ended scheme,0.75,Deepak Agrawal,0.02,0.0,0.0,61.0069,2024-08-23,0.0,1998-12-29,7.3,100.0,5728.3217,Kotak Mahindra Mutual Fund,CRISIL Banking and PSU Debt Index,3,2024-07-31,0.8725,2.1754,7.7754,5.7508,6.5916,5.311228532317394,Nil,-,,,,4,,,Debt : Banking & PSU,61.0069
DSP Arbitrage Fund-Reg(G),Growth,DSP Arbitrage Fund-Reg(G),277,EQ,400009,38,796,30760,Open ended scheme,0.98,Abhishek Singh,0.08,1301.0,0.25,14.139,2024-08-23,0.0,2018-01-25,5.4,100.0,5695.3759,DSP Mutual Fund,Nifty 50 Arbitrage,3,2024-07-31,0.5833,1.8733,7.5864,5.741,5.086,5.06799435238165,"Nil upto 10% of units and 0.25% for Excess units on or before 30D, Nil after 30D",Financials,,,,2,,,Hybrid : Arbitrage,14.139
SBI Multi Asset Allocation Fund-Reg(G),Growth,SBI Multi Asset Allocation Fund-Reg(G),379,NEQ,400027,42,598,2796,Open ended scheme,1.48,Mansi Sajeja,-0.25,0.0,1.0,55.2675,2024-08-23,0.0,2005-11-30,9.55,5000.0,5645.3931,SBI Mutual Fund,BSE 500 - TRI,3,2024-07-31,0.91,4.2003,25.3371,15.6761,15.2504,12.799564047824111,"Nil for 10% of investment and 1% for remaining Investment on or before 12M, Nil after 12M",Financials,,,,Unrated,,,Hybrid : Multi Asset Allocation,55.2675
Axis Arbitrage Fund-Reg(G),Growth,Axis Arbitrage Fund-Reg(G),277,EQ,400040,38,500,30097,Open ended scheme,1.01,Ashish Naik,0.07,0.0,0.25,17.6766,2024-08-23,0.0,2014-08-14,5.84,500.0,5605.0223,Axis Mutual Fund,Nifty 50 Arbitrage,3,2024-07-31,0.5821,1.8501,7.6778,5.8793,5.1826,5.192811235420151,"0.25% on or before 15D, Nil after 15D",Financials,,,,3,,,Hybrid : Arbitrage,17.6766
