s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
Tata Equity P/E Fund(G),Equity : Value / Contra,3098,36.99,5.94,28,12.5,5.3,-7.06,39.38,16.18,0.31,69.54,7,7,16,16,6,7,9,1,9,4,1.23,1.99,4.76,7.3,2.04,6.36,0.73,1.32,2.6,8.5,13,9,12,9,8,3,5,18,18,6,8.16,16.45,4.72,15.87,6.73,14.14,-2.95,5.42,9.95,-7.02,10,4,17,4,15,5,10,14,16,5,34.42,5.98,36.12,16.43,2.39,-8.75,39.93,6.46,2.48,58.08,1.24,1.39,5.12,6.9,1.29,4.62,0.16,2,3.82,7.72,7.91,13.29,6.07,13.86,8.29,12.73,-3.44,5.76,11.08,-9.04,21,21,18,17,17,15,15,15,14,14,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22
ICICI Pru Banking & PSU Debt Fund(G),Debt : Banking & PSU,8080,7.32,4.27,4.22,9.29,10.1,5.72,5.62,12.62,8.64,10.5,1,2,2,13,8,16,11,1,3,3,0.56,0.59,0.86,0.54,0.83,0.34,0.72,0.77,0.56,0.61,26,25,10,12,14,10,2,13,26,26,2.03,1.71,2.05,1.57,1.84,1.99,1.73,1.41,2.11,0.06,22,6,13,15,1,7,1,22,1,4,6.63,3.25,3.43,10.11,9.7,6.63,5.98,9.64,8.21,9.71,0.8,0.65,0.81,0.53,0.81,0.27,0.65,0.75,0.63,0.71,2.28,1.61,2.05,1.59,1.39,1.92,1.58,1.56,1.32,-0.49,26,22,20,17,16,16,16,16,15,12,27,27,27,27,27,27,27,27,27,27,22,22,23,26,26,26,26,27,27,27
LIC MF Liquid Fund-Reg(G),Debt : Liquid,2137,6.95,4.73,3.25,4.28,6.51,7.32,6.63,7.58,8.35,9.01,22,26,17,7,19,21,21,22,14,26,0.59,0.58,0.6,0.57,0.6,0.63,0.65,0.59,0.61,0.61,7,11,8,3,5,3,4,6,3,9,1.78,1.81,1.86,1.75,1.69,1.69,1.66,1.59,1.25,0.96,5,2,3,14,24,26,17,23,26,28,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.58,0.57,0.59,0.56,0.59,0.6,0.63,0.58,0.59,0.6,1.75,1.76,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,37,35,35,35,35,36,36,37,37,37,37
Nippon India Focused Equity Fund(G),Equity : Flexi Cap,2641,27.07,7.67,36.55,16.15,7,-12.73,42.73,2.9,8.28,81.53,24,6,9,10,20,23,4,13,5,1,1.49,0.73,3.54,8.83,1.47,4.37,-0.01,-1.11,-0.29,6.2,37,37,31,5,20,19,37,46,41,32,5.85,15.26,-1.4,9.72,9.88,11.44,-5.41,2.85,10.21,-7.41,42,11,44,35,4,37,33,20,24,4,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,2.04,1.57,4.07,7.29,1.06,4.13,0.86,2.01,1.89,6.8,7.86,12.89,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,39,33,29,26,26,23,21,21,19,18,48,48,48,48,48,47,47,47,46,46,35,35,39,39,41,43,45,46,47,48
Tata Small Cap Fund-Reg(G),Equity : Small Cap,35242,33.51,8.18,70.52,23.05,2.56,-,-,-,-,-,20,2,7,12,7,-,-,-,-,-,2.97,2.99,5.62,9.12,-0.11,10.06,-2.19,0.62,3.26,3.71,6,8,6,14,17,1,15,3,20,18,12.01,19.97,1.63,9.25,8.07,15.41,-2.01,4.85,16.04,-3.79,3,8,12,21,20,21,6,3,9,1,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,19,17,-,-,-,-,-,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
ICICI Pru Floating Interest Fund(G),Debt : Floater,1512,7.75,4.26,3.79,9.48,8.42,6.61,6.76,8.88,8.08,9.25,2,6,3,3,4,4,3,4,4,4,0.5,0.68,0.97,0.69,0.38,0.8,0.89,0.63,0.43,0.59,12,9,4,4,12,2,3,7,13,6,2.16,1.89,1.97,1.38,2.44,2.01,1.7,1.18,3.04,-0.45,9,8,9,13,1,4,4,12,1,11,7.31,4.08,3.68,9.03,8.39,6.77,6.47,8.55,8.1,8.96,0.74,0.72,0.89,0.65,0.7,0.52,0.78,0.67,0.59,0.62,2.36,1.88,2.05,1.57,1.93,1.97,1.65,1.49,1.56,0.11,12,12,8,7,6,5,5,5,5,5,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,13,13,13,13,13
Nippon India Balanced Advantage Fund(G),Hybrid : Dynamic Asset Allocation,2654,17.51,5.09,15.71,11.17,8.26,0.45,25.23,6.39,0.94,38.36,14,6,7,12,9,10,3,5,10,3,1.04,1.22,3.28,3.33,0.81,2.28,1.31,1.17,1.36,4.91,20,15,6,25,13,11,5,21,11,10,5.62,6.55,3.9,7.69,3.98,6.75,-1.7,2.19,6.38,-2.81,15,17,15,11,7,18,16,18,9,3,18.6,3.87,13.88,12.21,7.7,1.12,20.1,5.49,3.55,34.53,1.14,1.15,2.9,3.78,0.63,2.06,0.73,1.54,1.7,4.64,5.26,6.58,4.04,7.63,4.16,7.8,-1.48,2.64,6.26,-4.74,24,22,19,19,16,14,12,11,11,8,33,32,32,32,32,32,31,30,30,28,22,22,24,24,25,26,27,30,32,32
Aditya Birla SL Short Term Fund(G),Debt : Short Duration,287,6.87,4.19,3.84,11.06,8.5,6.5,5.6,11.32,8.42,11.33,7,4,6,1,15,6,16,1,6,3,0.87,0.66,0.81,0.58,0.84,0.25,0.69,0.69,0.62,0.8,5,11,20,4,2,17,7,8,8,7,2.36,1.68,2.01,1.72,1.42,1.97,1.59,1.51,1.76,-0.18,16,6,6,9,7,10,10,13,2,3,6.61,4.41,3.99,8.31,6.48,6.03,6.11,9.53,8.17,10.24,0.8,0.62,0.83,0.51,0.76,0.27,0.61,0.63,0.58,0.75,2.26,1.56,1.84,1.61,1.34,1.89,1.61,1.84,1.21,-0.47,24,23,21,21,20,19,19,19,19,19,26,26,26,26,26,26,25,25,25,25,23,23,24,24,25,25,25,25,26,26
Nippon India Value Fund(G),Equity : Value / Contra,2662,42.38,4.78,39.4,16.3,5.69,-8.44,45.71,-1.63,6.12,56.15,3,12,5,6,5,8,3,15,2,7,2.23,2.06,4.24,6.54,1.24,5.69,0.58,1.15,2.97,9.87,3,8,18,16,14,4,8,19,16,2,8.76,14.01,4.75,19.34,8.76,15.78,-5.25,3.92,11.47,-10.43,8,11,16,2,7,2,18,17,11,15,34.42,5.98,36.12,16.43,2.39,-8.75,39.93,6.46,2.48,58.08,1.24,1.39,5.12,6.9,1.29,4.62,0.16,2,3.82,7.72,7.91,13.29,6.07,13.86,8.29,12.73,-3.44,5.76,11.08,-9.04,21,21,18,17,17,15,15,15,14,14,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22
ICICI Pru Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund-Reg(G),Debt : Medium to Long Duration,45898,6.63,1.91,-,-,-,-,-,-,-,-,31,9,-,-,-,-,-,-,-,-,0.81,0.69,0.93,0.68,0.77,0.43,0.63,0.71,0.66,0.97,31,41,30,29,47,15,19,23,40,40,2.45,1.89,2.01,1.69,1.2,1.92,1.67,2,1.71,-2.62,32,20,18,43,11,41,26,3,13,26,6.93,2.52,2.89,9.81,7.2,4.9,3,12.64,5.58,14.3,0.89,0.76,0.97,0.67,1,0.16,0.6,0.72,0.7,1.05,2.64,1.84,2.04,1.85,1.1,2.07,1.8,1.81,1.7,-1.63,38,15,-,-,-,-,-,-,-,-,52,52,52,52,52,52,52,52,52,52,26,26,26,38,52,52,52,52,52,52
ICICI Pru Smallcap Fund(G),Equity : Small Cap,1625,37.94,5.75,61,22.76,10.03,-22.35,42.74,5.99,0.45,50.64,16,6,13,13,2,11,11,7,13,10,1.65,-0.48,4.59,8.25,1.77,6.66,-2.5,-1.24,3.67,5.32,21,26,15,19,6,23,18,18,13,6,5.8,17.51,-0.17,10.3,9.24,17.65,-2.7,0.58,11.81,-5.59,25,17,20,17,17,10,10,13,23,3,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,19,17,14,13,13,13,11,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),Debt : Banking & PSU,45388,6.8,2.05,-,-,-,-,-,-,-,-,6,19,-,-,-,-,-,-,-,-,0.63,0.6,0.78,0.57,0.69,0.46,0.63,0.66,0.6,0.73,22,24,22,8,24,2,22,19,17,9,2.01,1.73,1.9,1.68,1.44,1.84,1.68,1.9,1.43,-2.1,24,5,22,4,7,21,4,2,5,20,6.63,3.25,3.43,10.11,9.7,6.63,5.98,9.64,8.21,9.71,0.8,0.65,0.81,0.53,0.81,0.27,0.65,0.75,0.63,0.71,2.28,1.61,2.05,1.59,1.39,1.92,1.58,1.56,1.32,-0.49,26,22,-,-,-,-,-,-,-,-,27,27,27,27,27,27,27,27,27,27,22,22,23,26,26,26,26,27,27,27
Nippon India Pharma Fund(G),Equity : Sectoral - Pharma,2659,39.15,-9.9,23.93,66.44,1.68,3.64,7.61,-10.58,19.37,49.46,2,6,2,5,5,1,1,2,2,2,0.8,6.01,9.7,3.24,0.83,-0.08,-0.21,3.13,5.97,4.12,13,10,13,16,2,11,13,11,7,7,17.22,4.01,9.06,11.58,11.23,17.1,-4.25,0.15,8.2,-10.12,15,12,11,3,6,2,5,3,5,4,35.6,-9.84,20.49,66.47,3.8,-4.1,5.13,-12.24,19.6,50.02,1.91,6.52,10.45,5,-0.99,0.8,-0.15,4.01,6.12,4.04,19.89,4.79,10.29,10.87,10.7,15.53,-4.17,-0.16,7.95,-10.29,11,10,9,9,7,4,4,4,3,3,16,16,16,16,16,16,16,14,14,13,10,10,10,11,11,11,12,14,16,16
Nippon India Overnight Fund-Reg(G),Debt : Overnight,41900,6.62,4.62,3.09,3.35,5.63,-,-,-,-,-,9,10,17,10,1,-,-,-,-,-,0.53,0.54,0.54,0.53,0.55,0.53,0.56,0.51,0.56,0.56,12,9,11,9,13,9,7,10,14,13,1.61,1.62,1.64,1.68,1.63,1.61,1.55,1.48,1.26,0.98,10,11,11,15,12,8,7,11,9,13,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.52,0.53,0.53,0.53,0.55,0.53,0.55,0.51,0.56,0.56,1.59,1.61,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,31,27,27,25,6,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,28,28,29,31,32,32,34,35,35,35
SBI Nifty Index Fund-Reg(G),Equity : Index Funds,2782,20.65,5.1,24.66,14.59,12.53,3.81,29.13,3.4,-4.21,30.48,64,17,20,23,12,11,6,7,14,15,2.23,1.31,3.95,6.71,-0.02,1.2,1.52,1.27,-0.03,7.88,67,37,87,60,66,80,46,60,89,56,7.66,7.98,2.78,10.68,2.57,10.9,-4.16,5.92,8.56,-9.24,47,71,67,76,76,62,30,18,49,31,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,86,52,34,30,21,20,18,18,18,18,136,131,125,124,120,115,113,107,105,103,67,68,78,86,86,95,101,105,115,125
Nippon India Flexi Cap Fund-Reg(G),Equity : Flexi Cap,45335,33.11,-0.86,-,-,-,-,-,-,-,-,6,18,-,-,-,-,-,-,-,-,1.63,1.08,3.82,7.61,1.79,4.93,-0.28,0.23,1.04,6.55,34,34,26,19,13,11,41,41,29,27,6.65,14.94,0.98,11.92,9.26,13.73,-4.28,1.31,10.1,-9.23,36,12,40,17,6,11,20,30,27,12,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,2.04,1.57,4.07,7.29,1.06,4.13,0.86,2.01,1.89,6.8,7.86,12.89,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,39,33,-,-,-,-,-,-,-,-,48,48,48,48,48,47,47,47,46,46,35,35,39,39,41,43,45,46,47,48
ICICI Pru Overnight Fund(G),Debt : Overnight,41653,6.6,4.6,3.08,3.26,5.6,-,-,-,-,-,16,17,21,19,4,-,-,-,-,-,0.52,0.53,0.53,0.53,0.55,0.53,0.58,0.51,0.58,0.56,17,15,22,16,15,16,2,11,2,21,1.6,1.62,1.68,1.67,1.62,1.61,1.54,1.48,1.25,0.97,21,17,2,23,20,12,14,16,19,17,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.52,0.53,0.53,0.53,0.55,0.53,0.55,0.51,0.56,0.56,1.59,1.61,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,31,27,27,25,6,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,28,28,29,31,32,32,34,35,35,35
UTI Nifty200 Momentum 30 Index Fund-Reg(G),Equity : Index Funds,45342,40.67,-5.95,-,-,-,-,-,-,-,-,19,51,-,-,-,-,-,-,-,-,1.24,0.42,4.88,3.61,4.82,5.74,2.69,3.41,6.11,9.1,102,97,46,118,6,45,15,21,17,21,6.63,14.83,12.67,17.72,8.98,16.75,-6.08,1.58,17.22,-19.21,103,47,16,20,23,16,63,55,2,64,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,86,52,-,-,-,-,-,-,-,-,136,131,125,124,120,115,113,107,105,103,67,68,78,86,86,95,101,105,115,125
Mirae Asset Focused Fund-Reg(G),Equity : Multi Cap,42898,17.2,-6.8,39.56,21.23,-,-,-,-,-,-,29,25,9,4,-,-,-,-,-,-,4.03,2.11,5.2,7.45,-0.72,1.81,-0.48,-1.17,1.22,4.63,2,16,7,20,33,35,28,37,28,34,11.75,8.6,-0.44,6.17,3.8,11.25,-4.4,2.61,5.49,-9.74,2,35,36,35,30,29,18,16,28,13,29.3,1.54,36.94,15.88,9.81,-6.6,39.26,2.92,2.93,53.63,2.17,1.98,4.25,7.53,0.83,4.64,0.57,1.38,2.68,6.26,8.64,13.46,4.76,11.46,7.24,13.41,-4.24,2.53,12.28,-9.9,29,27,21,20,-,-,-,-,-,-,39,39,38,37,37,37,37,37,36,36,28,28,28,29,32,32,35,36,37,38
Tata Large & Mid Cap Fund-Reg(G),Equity : Large & Mid Cap,3096,22.88,11.21,28.53,15.49,13.87,-5.32,31.94,1.53,6.57,48.54,26,3,26,12,3,9,17,17,5,9,2.69,0.35,3.76,7.78,0.1,3.95,1.1,1.24,1.72,6.34,4,27,19,11,28,19,16,20,18,17,6.92,12.15,4.11,8.33,5.2,12.69,-4.32,4.87,14.09,-5.19,22,24,18,25,22,17,17,6,3,1,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,2,1.67,4.17,7.63,1.47,4.68,0.95,1.9,2.52,6.49,8.03,14.33,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,26,26,26,25,21,20,20,20,18,18,29,29,29,29,29,29,29,27,27,26,26,26,26,26,26,26,26,27,29,29
Nippon India Nivesh Lakshya Fund(G),Debt : Long Duration,35207,7.25,2.41,0.82,13.43,12.72,-,-,-,-,-,6,1,2,1,1,-,-,-,-,-,1.61,1.22,0.83,1.03,2.23,-1.09,0.89,1.7,1.9,1.12,7,1,16,6,6,19,4,9,4,19,3.7,2.16,4.55,1.47,0.55,2.83,2.23,2.49,3.29,-3.35,2,6,4,11,18,9,4,1,1,4,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,1.45,1.06,0.91,0.84,1.7,-0.57,0.78,1.48,1.09,1.31,3.46,1.97,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,11,3,3,3,3,-,-,-,-,-,24,24,24,24,24,24,21,21,21,20,4,4,5,11,19,19,19,21,24,24
Franklin India Bluechip Fund(G),Equity : Large Cap,931,21.66,-2.22,32.76,13.67,5.26,-3.58,26.31,6.45,2.02,37.22,28,30,3,21,27,18,25,9,11,23,3.15,1.59,4.31,8.16,0.24,0.79,1.54,2.2,0.85,6.93,3,16,20,3,21,36,21,23,21,25,9.31,9.28,4.66,10.25,2.9,10.61,-3.05,3.18,6.95,-7.98,7,26,24,24,29,29,9,27,34,8,24.08,2.41,25.87,14.65,10.95,-2.17,31.3,4.13,1.2,42.67,1.96,1.32,4.37,6.61,0.4,2.75,1.66,2.35,1.6,7.39,7.8,9.98,5.75,11.23,4.22,11.7,-4.18,4.22,9.98,-9.32,36,34,33,31,30,30,28,28,28,28,38,37,37,37,37,37,37,36,36,36,34,34,35,36,36,36,36,36,37,37
ICICI Pru Banking & Fin Serv Fund(G),Equity : Sectoral - Financial Services,5736,17.87,11.95,23.46,-5.53,14.49,-0.43,45.05,21.06,-7.22,68.96,12,12,2,10,9,6,3,1,4,1,4.26,0.97,1.87,8.24,-0.89,3.38,1.7,0.89,-2.46,5.27,5,12,3,2,5,20,1,6,17,16,7.24,10.9,0.07,7.51,1.75,13.91,-5.41,7.53,13.07,-7.36,4,15,9,14,13,8,2,13,13,4,21.07,14.97,15.33,-0.84,19.44,-1.63,40.71,13.06,-8.04,62.01,3.73,0.84,0.74,7.22,-1.47,5.46,-0.01,0.18,0.16,6.69,5.38,11.42,0.29,10.11,3.86,14.19,-6.28,9.55,15.07,-8.77,14,14,12,11,11,11,11,11,8,8,21,21,21,20,20,20,20,18,18,17,14,14,14,14,15,16,17,18,20,21
Axis Overnight Fund-Reg(G),Debt : Overnight,42062,6.66,4.68,3.15,3.37,-,-,-,-,-,-,3,2,5,7,-,-,-,-,-,-,0.53,0.54,0.54,0.53,0.55,0.53,0.58,0.52,0.57,0.57,6,4,5,5,7,4,1,5,6,6,1.62,1.63,1.68,1.69,1.64,1.62,1.55,1.5,1.28,0.99,3,5,4,7,3,3,4,2,3,3,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.52,0.53,0.53,0.53,0.55,0.53,0.55,0.51,0.56,0.56,1.59,1.61,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,31,27,27,25,-,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,28,28,29,31,32,32,34,35,35,35
Motilal Oswal Nasdaq 100 ETF,Equity : ETFs,13397,54.24,-25.84,29.96,51.51,41.63,5.56,22.2,8.11,13.54,22.59,5,92,29,1,1,16,42,6,1,19,2.44,1.27,-1.29,6.13,6.33,-4.4,1.7,5.16,1.67,5.2,52,69,138,117,2,138,52,22,69,132,2.4,7.88,8.74,14.43,-1.93,17.1,17.37,-0.73,-0.87,-19.51,130,108,38,34,126,18,2,103,93,95,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,122,93,72,61,53,47,43,37,25,20,161,157,154,151,149,149,147,145,141,141,103,103,117,122,129,129,138,141,149,154
360 ONE Focused Equity Fund-Reg(G),Equity : Multi Cap,30046,29.79,-0.92,36.45,23.83,27.31,-6.81,29.95,9.88,1.82,-,14,16,11,3,1,8,12,2,10,-,0.32,0.6,4.97,6.75,1.66,5.48,0.76,2.23,0.79,6.14,36,35,9,28,10,11,15,12,32,17,5.94,14.47,3.82,10.02,5.6,13.58,-1.63,4.34,12.01,-10.92,35,15,25,25,24,16,1,7,16,19,29.3,1.54,36.94,15.88,9.81,-6.6,39.26,2.92,2.93,53.63,2.17,1.98,4.25,7.53,0.83,4.64,0.57,1.38,2.68,6.26,8.64,13.46,4.76,11.46,7.24,13.41,-4.24,2.53,12.28,-9.9,29,27,21,20,15,15,14,14,14,-,39,39,38,37,37,37,37,37,36,36,28,28,28,29,32,32,35,36,37,38
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund-Reg(G),Debt : Medium to Long Duration,46381,6.92,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,0.72,0.68,0.95,0.7,0.87,0.49,0.48,0.77,0.64,0.96,43,43,27,22,35,4,49,15,48,41,2.37,2.08,1.9,1.81,1.11,1.95,1.88,2,1.68,-2.44,42,5,38,27,34,35,13,4,16,22,6.93,2.52,2.89,9.81,7.2,4.9,3,12.64,5.58,14.3,0.89,0.76,0.97,0.67,1,0.16,0.6,0.72,0.7,1.05,2.64,1.84,2.04,1.85,1.1,2.07,1.8,1.81,1.7,-1.63,38,-,-,-,-,-,-,-,-,-,52,52,52,52,52,52,52,52,52,52,26,26,26,38,52,52,52,52,52,52
Aditya Birla SL Focused Fund(G),Equity : Large Cap,489,22.98,0.41,26.74,15.98,11.25,-4.12,30.94,6.69,-0.05,48.91,20,25,18,14,16,23,14,8,16,5,3.13,1.6,4.73,7.78,-0.55,3.03,0.28,3.17,2.25,7.11,4,15,11,5,33,13,35,6,11,24,9.74,10.43,5.78,10.47,4.89,11.71,-4.99,4.16,8.45,-9.24,6,16,17,22,14,16,29,20,29,18,24.08,2.41,25.87,14.65,10.95,-2.17,31.3,4.13,1.2,42.67,1.96,1.32,4.37,6.61,0.4,2.75,1.66,2.35,1.6,7.39,7.8,9.98,5.75,11.23,4.22,11.7,-4.18,4.22,9.98,-9.32,36,34,33,31,30,30,28,28,28,28,38,37,37,37,37,37,37,36,36,36,34,34,35,36,36,36,36,36,37,37
Aditya Birla SL Equity Hybrid 95 Fund(G),Hybrid : Equity Oriented,430,21.27,-1.74,24.17,11.67,4.75,-4.99,25.91,8.86,3.36,48.56,12,48,13,26,36,33,9,6,18,4,2.17,0.91,3.18,6.02,1.55,2.57,1.05,1.53,0.82,5.44,8,35,19,11,8,16,18,19,40,15,6.38,10.44,3.43,8.21,4.05,10.6,-2.62,1.06,6.52,-10.66,16,10,26,19,23,6,42,48,27,52,17.14,2.68,19.47,11.86,7.41,-1.41,20.48,6.33,3.95,34.33,1.22,1.12,2.66,4.13,0.73,2.25,0.78,1.31,1.39,4.01,5.08,7.27,3.53,6.66,3.81,7.43,-1.57,2.69,6.24,-5.36,54,54,52,51,46,38,36,33,29,24,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,55,55,55,55
Aditya Birla SL Overnight Fund-Reg(G),Debt : Overnight,41518,6.6,4.59,3.1,3.27,5.57,-,-,-,-,-,15,19,14,18,5,-,-,-,-,-,0.52,0.53,0.53,0.53,0.55,0.53,0.56,0.51,0.56,0.56,18,14,23,22,18,10,11,23,26,27,1.6,1.62,1.64,1.67,1.62,1.61,1.54,1.48,1.25,0.97,19,18,23,24,17,10,15,14,18,23,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.52,0.53,0.53,0.53,0.55,0.53,0.55,0.51,0.56,0.56,1.59,1.61,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,31,27,27,25,6,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,28,28,29,31,32,32,34,35,35,35
SBI Innovative Opportunities Fund-Reg(G),Equity : Thematic,48899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,2.25,0.92,4.76,6.73,1.75,4.75,0.83,2.26,3.51,7.52,7.92,13.78,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDFC Index Fund-BSE Sensex(G)(Post Addendum),Equity : Index Funds,12635,19.81,5.32,22.64,16.2,15.13,6.69,28.88,3.34,-3.95,30.63,78,8,28,8,1,2,9,9,11,14,2.31,0.92,3.48,7.03,-0.36,1.1,1.58,1.14,-0.69,7.8,34,68,108,42,86,96,33,69,96,67,6.85,7.82,2.03,9.84,1.96,10.27,-2.98,6.02,8.51,-8.99,92,87,80,87,89,81,9,10,57,16,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,86,52,34,30,21,20,18,18,18,18,136,131,125,124,120,115,113,107,105,103,67,68,78,86,86,95,101,105,115,125
Bandhan Flexi Cap Fund-Reg(G),Equity : Flexi Cap,2906,24.46,-1.39,32.23,9.82,7.58,-8.75,38.04,-2.7,8.29,58.91,30,22,19,23,19,19,8,21,4,3,2.78,1.87,3.75,6.8,0.45,3.61,2.21,1.17,0.74,6.56,13,21,27,31,30,29,9,36,31,26,8.63,11.16,4.18,10.58,5.96,12.33,-5.44,1.05,13.99,-11.08,15,36,29,28,24,27,34,32,3,24,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,2.04,1.57,4.07,7.29,1.06,4.13,0.86,2.01,1.89,6.8,7.86,12.89,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,39,33,29,26,26,23,21,21,19,18,48,48,48,48,48,47,47,47,46,46,35,35,39,39,41,43,45,46,47,48
